,datetime,username,channel,message
255,2022-05-22T15:42:14.508080,spaman42,#loltyler1,SHITTY SERVER
256,2022-05-22T15:42:14.508502,thedonman9,#loltyler1,TILTING
257,2022-05-22T15:42:14.669625,chickenrolled,#loltyler1,!rank
258,2022-05-22T15:42:14.995660,yukistarcraft,#loltyler1,BigBrother 🚫 🟦 🔵 💙 📘 🫐 🚙 🚫
259,2022-05-22T15:42:14.995837,pascalsickem,#loltyler1,A boogie
260,2022-05-22T15:42:15.320984,panklas,#loltyler1,why u keep playing that server?
261,2022-05-22T15:42:15.644971,winninggorilla,#loltyler1,AWAWHAWAWHHAW
262,2022-05-22T15:42:16.131336,alienpls_alienpls,#loltyler1,FeelsStrongMan NA 💪 FeelsStrongMan NA 💪 FeelsStrongMan NA 💪 FeelsStrongMan NA
263,2022-05-22T15:42:16.293321,lazypusheen,#loltyler1,mobis? BigBrother zeals? BigBrother
264,2022-05-22T15:42:16.455985,evia_1,#loltyler1,pugPls
265,2022-05-22T15:42:16.622555,nickthebawse,#loltyler1,!opgg
266,2022-05-22T15:42:16.784523,spifld,#loltyler1,be nice you smell anyway
267,2022-05-22T15:42:16.947147,fossabot,#loltyler1,"@Chickenrolled, ACCOUNTS: BIG TONKA T is currently Master I 113 LP"
268,2022-05-22T15:42:17.109667,fossabot,#loltyler1,@Nickthebawse https://www.op.gg/summoners/kr/BIG%20TONKA%20T
269,2022-05-22T15:42:17.603110,electricrelaxation,#loltyler1,PotFriend
270,2022-05-22T15:42:17.794539,ioixdd,#loltyler1,!time
271,2022-05-22T15:42:17.969126,fossabot,#loltyler1,"@IoIxDD, Tyler's local time is: Monday, May 23, 2022 12:42 AM"
272,2022-05-22T15:42:18.390712,eclipsing115,#loltyler1,its you
273,2022-05-22T15:42:18.553080,pugmalone1,#loltyler1,BBACK TO NA KEKW DIAMOND SOON
274,2022-05-22T15:42:19.366467,plarkour,#loltyler1,@loltyler1 You have way better games on Trist
275,2022-05-22T15:42:19.528835,metotoro,#loltyler1,COUNTERPLAY? modCheck
276,2022-05-22T15:42:20.349566,oosed,#loltyler1,Kappa
277,2022-05-22T15:42:20.512516,spy7zer,#loltyler1,1 bad player in the team =trash server
278,2022-05-22T15:42:21.486194,spaceandenterkappa,#loltyler1,Sadge tilted off the earth
279,2022-05-22T15:42:21.486463,matsumotoriko,#loltyler1,PotFriend POTS IN PotFriend POTS IN PotFriend POTS IN PotFriend POTS IN PotFriend POTS IN PotFriend POTS IN PotFriend POTS IN
280,2022-05-22T15:42:21.648397,spaman42,#loltyler1,KR WORST SERVER BY FAR
281,2022-05-22T15:42:21.810319,urmomdeadok,#loltyler1,sadge
282,2022-05-22T15:42:23.071640,winninggorilla,#loltyler1,NILAMON E
283,2022-05-22T15:42:23.071766,rebinlo,#loltyler1,BigBrother BigBrother BigBrother BigBrother BigBrother BigBrother BigBrother BigBrother BigBrother BigBrother BigBrother BigBrother BigBrother BigBrother BigBrother
284,2022-05-22T15:42:24.824931,biggucciisosa1017,#loltyler1,D:
285,2022-05-22T15:42:25.147378,ultrazomega,#loltyler1,chat full of iron turd
286,2022-05-22T15:42:25.471430,monstergirth,#loltyler1,The median value of testosterone excretion was 16 times higher in the Swedish population [5.4 (3.7–7.1) ng/μmol Cr] than the Korean population [0.33 (0.25–0.58) ng/μmol Cr].
287,2022-05-22T15:42:25.959972,rlagusgh1415,#loltyler1,NAsilver=KRmaster
288,2022-05-22T15:42:26.557486,blankdbs,#loltyler1,@mrsmith91 he has no mana for q so he does no dmg. They just dont fight there
289,2022-05-22T15:42:26.881609,ghghghghghghfd,#loltyler1,Can someone explain Kate build
290,2022-05-22T15:42:27.586369,wattanabeoutto,#loltyler1,BigBrother
291,2022-05-22T15:42:27.911407,bynite1,#loltyler1,!rank
292,2022-05-22T15:42:27.911930,jonazzy_,#loltyler1,KEKW KR KEKW
293,2022-05-22T15:42:29.333318,fatboylovehotdog,#loltyler1,Back to d1?
294,2022-05-22T15:42:29.657677,goggleplayz,#loltyler1,time to bring out the sion BigBrother @loltyler1
