,datetime,username,channel,message
143,2022-05-22T13:23:06.004799,lightshad3z,#gothamchess,Pog
144,2022-05-22T13:23:13.706606,tackythepenguin,#gothamchess,ResidentSleeper
145,2022-05-22T13:23:14.033898,pepegachessplayer,#gothamchess,PauseChamp
146,2022-05-22T13:23:17.310843,th0r1_zunaya,#gothamchess,helloooooo
147,2022-05-22T13:23:18.531369,nikhil9t7,#gothamchess,there has to be qb6
148,2022-05-22T13:23:20.355394,iam_arya,#gothamchess,Pog
149,2022-05-22T13:23:23.476053,amarillogriffin,#gothamchess,@gugabXD sounds right
150,2022-05-22T13:23:24.881816,morriganplusplus,#gothamchess,I GOT 5 ADS WTF
151,2022-05-22T13:23:25.409673,flamouri,#gothamchess,can't see
152,2022-05-22T13:23:28.091637,alextzolov,#gothamchess,qb6
153,2022-05-22T13:23:28.255118,iam_arya,#gothamchess,attack weakness
154,2022-05-22T13:23:30.309810,a_bit_washed,#gothamchess,Queen....
155,2022-05-22T13:23:30.473388,nomnomwaffless,#gothamchess,cant see
156,2022-05-22T13:23:30.710521,nathan_johndeere,#gothamchess,b6? or qb6?
157,2022-05-22T13:23:31.452091,tsackman,#gothamchess,@RiccGava ik lol
158,2022-05-22T13:23:32.382071,cheesy_og,#gothamchess,LUL
159,2022-05-22T13:23:33.455422,link2552,#gothamchess,Morning Gotham and chat
160,2022-05-22T13:23:35.612009,pepegachessplayer,#gothamchess,Just sub 4Head @morriganPlusPlus
161,2022-05-22T13:23:35.612375,elias1665,#gothamchess,5 ads nice
162,2022-05-22T13:23:35.613434,pepegachessplayer,#gothamchess,OH SHIT
163,2022-05-22T13:23:35.939099,angger81,#gothamchess,!crypto
164,2022-05-22T13:23:35.939530,adammms67,#gothamchess,6 ADD BRUH
165,2022-05-22T13:23:35.939817,pepegachessplayer,#gothamchess,NICE
166,2022-05-22T13:23:36.304141,moobot,#gothamchess,@Angger81 I am THRILLED to be working with crypto.com. Get a $25 sign-up BONUS by going to https://www.crypto.com/app/gothamchess
167,2022-05-22T13:23:37.240900,mr_sizi,#gothamchess,PogChamp
168,2022-05-22T13:23:37.404641,imeanhi_,#gothamchess,holy
169,2022-05-22T13:23:37.731472,flamouri,#gothamchess,ez
